sr	ru	words	sr_id
Poslala mi je pismo.	Она послала мне письмо.	4	3393621
Postoji greška u rečenici.	В предложении есть ошибка.	4	3245263
Postoji li objektivna istorija?	Существует ли объективная история?	4	475314
Postoji samo jedan izlaz.	Есть только один выход.	4	6475455
Potpuno sam bez para.	У меня нет никаких денег.	4	3384108
Potpuno sam bez para.	Я совсем без денег.	4	3384108
Potraži u žutim stranama!	Поищи в "жёлтых страницах".	4	931817
Potreban sam svojoj deci.	Я нужен своим детям.	4	4971860
Potreban si Tomu ovde.	Ты нужен Тому здесь.	4	4247179
Potrebno mi je prenoćište.	Мне нужно где-то переночевать.	4	3478582
Potrebno mi je prenoćište.	Мне необходимо где-то переночевать.	4	3478582
Pozvaću te na suši.	Я приглашу тебя на суши.	4	897926
Počeli smo od nule.	Мы начали с нуля.	4	3477623
Približava se kraj avgusta.	Приближается конец августа.	4	3351985
Pričali su o politici.	Они разговаривали о политике.	4	3394773
Proglasili su nezavisnost 1847.	Они провозгласили независимость в 1847 году.	4	3296427
Proleće stiže posle zime.	Весна наступает вслед за зимой.	4	3288354
Proleće stiže posle zime.	Весна наступает после зимы.	4	3288354
Pročitao sam njegovu knjigu.	Я прочитал его книгу.	4	3340793
Prva faza je završena.	Первая фаза завершена.	4	4250207
Prva lekcija je laka.	Первый урок простой.	4	4250221
Puši 20 cigareta dnevno.	Он выкуривает по 20 сигарет в день.	4	3243531
Puši 20 cigareta dnevno.	Она выкуривает по 20 сигарет в день.	4	3243531
Radio je na stolu.	Радио на столе.	4	3440818
Radio sam ceo dan.	Я целый день работал.	4	3298922
Radio sam ceo dan.	Я весь день работал.	4	3298922
Rasisti su glupi ljudi.	Расисты - глупые люди.	4	4264039
Razumeš li šta govorim?	Ты понимаешь, что я говорю?	4	3440832
Računari se stalno poboljšavaju.	Компьютеры постоянно совершенствуются.	4	3253421
Reci mi gde si.	Скажи мне, где ты.	4	4253846
Reci mi gde živite.	Скажи мне, где вы живёте.	4	4261888
Reci mi gde živiš.	Скажи мне, где ты живёшь.	4	4261884
Reci mi šta znaš.	Скажи мне, что ты знаешь.	4	4253847
Reci mi šta želiš.	Скажи мне, чего ты хочешь.	4	3419225
Recite mi gde živite.	Скажите мне, где вы живёте.	4	4261887
Roditelji su me stvorili.	Родители меня родили.	4	5650869
Roditelji su mi umrli.	Мои родители умерли.	4	7037772
Ručao sam na brzinu.	Я пообедал в спешке.	4	6961710
Ručao sam na brzinu.	Я наскоро пообедал.	4	6961710
Sad nam treba istina.	Сейчас нам нужна правда.	4	5028610
Sada je on zauzet.	Сейчас он занят.	4	3473455
Sada je vrlo hladno.	Сейчас очень холодно.	4	3439113
Sada ljudi žive duže.	Сейчас люди живут дольше.	4	3374278
Sada možeš da ideš.	Сейчас можешь идти.	4	3645030
Sada možeš da pogledaš.	Сейчас можешь посмотреть.	4	3645031
Sada nam treba istina.	Сейчас нам нужна правда.	4	5028611
Sada radim u Tokiju.	Сейчас я работаю в Токио.	4	3365484
Sada su svi spremni.	Сейчас все готовы.	4	3470404
Sagradio sam novu kuću.	Я построил новый дом.	4	3394685
Sam sam to napravio.	Я сам это сделал.	4	3366781
Samo mi daj novac.	Просто дай мне деньги.	4	4251386
Samo mi daj novac.	Просто дай мне денег.	4	4251386
Samo mi reci istinu.	Просто скажи мне правду.	4	4261922
Samo nam daj priliku.	Просто дай нам шанс.	4	4251384
Samo si me iskoristio.	Ты просто меня использовал.	4	3440942
Sastanak počinje u tri.	Встреча начинается в три.	4	3419101
Sat je na zidu.	Часы висят на стене.	4	3343440
Sezona lova je završena.	Сезон охоты закрыт.	4	4972322
Skoro je pola tri.	Почти половина третьего.	4	4781272
Skuvaću ti malo kafe.	Я приготовлю тебе немного кофе.	4	3425008
Slavili smo njegov rođendan.	Мы праздновали его день рождения.	4	884474
Slavili smo njegov rođendan.	Мы отмечали его день рождения.	4	884474
Slažem se sa njim.	Я согласен с ним.	4	938884
Slobodan sam u nedelju.	В воскресенье я свободен.	4	3351484
Slušaj i čitaj tekst!	Слушай и читай текст!	4	3479223
Snaga vode okreće točak.	Сила воды вращает колесо.	4	4967445
Sneg je prekrio autobus.	Снег покрыл автобус.	4	3244723
Soba je bila mračna.	Комната была мрачной.	4	4967481
Soba je bila mračna.	Комната была тёмной.	4	4967481
Soba je bila prazna.	Комната была пуста.	4	3477729
Spavaće sobe su gore.	Спальни наверху.	4	3644145
Spremni smo da idemo.	Мы готовы идти.	4	5949348
Sreća neće trajti zauvek.	Счастье никогда не длится вечно.	4	4790695
Srušite,srušite zidove među narodima!	Разрушьте, разрушьте стены между народами!	4	884929
Stalno smo se svađali.	Мы постоянно ссорились.	4	3418030
Stalno smo se svađali.	Мы постоянно ругались.	4	3418030
Stavi ruke na glavu!	Положи руки на голову!	4	5848006
Stavite to na sto.	Поставьте это на стол.	4	3425086
Sutra se vraćam kući.	Завтра я возвращаюсь домой.	4	3414568
Sve devojke vole Toma.	Все девушки любят Тома.	4	5396753
Sve izgleda kao laž.	Всё похоже на ложь.	4	3426510
Sve je mnogo jednostavnije.	Всё намного проще.	4	3351324
Sve je u redu.	Всё в порядке.	4	3644357
Sve je velika šala.	Это всё большая шутка.	4	4324321
Sve vidiš u crnom.	Ты всё видишь в чёрном цвете.	4	4245999
Svi autobusi su puni.	Все автобусы переполнены.	4	3292521
Svi mi sviramo klavir.	Мы все играем на пианино.	4	4784561
Svi moramo da umrem.	Мы все должны умереть.	4	4324344
Svi muškarci su isti.	Все мужчины одинаковы.	4	4324614
Svi oni su Kanađani.	Все они канадцы.	4	3267449
Svi su bili tamo.	Все были там.	4	3412952
Svi su još tamo.	Все ещё там.	4	3395312
Svi su zadržali dah.	Все задержали дыхание.	4	4967376
Svi su znali to.	Все знали это.	4	4250722
Svim stvarima dođe kraj.	Всем вещам приходит конец.	4	4324360
Sviraš li neke instrumente?	Ты играешь на каком-нибудь инструменте?	4	3418539
Sviraš li neki instrument?	Ты играешь на каком-нибудь инструменте?	4	4246977
Sviđa mi se Meri.	Мне нравится Мэри.	4	4255060
Sviđaju mi se boje.	Я люблю краски.	4	3470180
Ta kuća je velika.	Тот дом большой.	4	3318212
Ta torba je moja.	Та сумка моя.	4	488810
Taj čovek je opasan.	Тот человек опасен.	4	4250284
Tako je previše lako.	Так слишком легко.	4	5028958
Tamo je velika gomila.	Там большая куча.	4	3327353
Tamo je velika gomila.	Там большая толпа.	4	3327353
Tata radi u banci.	Папа работает в банке.	4	3463543
Teheran je u Iranu.	Тегеран в Иране.	4	3282890
Televizor je veoma težak.	Телевизор очень тяжёлый.	4	3360409
Ti imaš dve knjige.	У тебя две книги.	4	3439106
Ti izgledaš veoma dobro.	Ты выглядишь очень хорошо.	4	3645037
Ti me uvek lažeš.	Ты всегда врёшь мне.	4	4324364
Ti me uvek lažeš.	Ты всегда лжёшь мне.	4	4324364
Ti mi se sviđaš.	Ты мне нравишься.	4	4251412
Ti piješ, zar ne?	Ты ведь пьешь, да?	4	4274656
Ti si dobio ulogu.	Ты получил роль.	4	3645027
Ti si moj anđeo.	Ты мой ангел.	4	3359321
Ti si moj prijatelj.	Ты мой друг.	4	3281270
Ti si moja inspiracija.	Ты моё вдохновение.	4	5894223
Ti si moja princeza.	Ты моя принцесса.	4	5894253
Ti si moja sreća.	Ты — моё счастье.	4	5800279
Ti si neverovatno glup.	Ты невероятно глуп.	4	3410292
Ti si pametan dečak.	Ты умный мальчик.	4	3650694
Ti si samo devojčica.	Ты всего лишь девочка.	4	3650669
Ti si samo dečak.	Ты всего лишь мальчик.	4	3650697
Ti si veoma lep.	Ты очень красивый.	4	3357492
Ti si veoma pametan.	Ты очень умный.	4	931754
Ti si živa legenda.	Ты живая легенда.	4	3429794
Ti tečno govoriš Engleski.	Ты свободно говоришь по-английски.	4	3311336
Ti znaš, zar ne?	Ты знаешь, так ведь?	4	3396038
To je bila greška.	Это была ошибка.	4	5843296
To je dobar odgovor.	Это хороший ответ.	4	5594071
To je dobra škola.	Это хорошая школа.	4	3410448
To je dobro pitanje.	Это хороший вопрос.	4	3334431
To je duga priča.	Это долгая история.	4	3357029
To je dužnost policije.	Это обязанность полиции.	4	3350867
To je glupo pitanje!	Это глупый вопрос!	4	3485412
To je glupo pitanje.	Это глупый вопрос.	4	4259852
To je ispod stolice.	Это под стулом.	4	3365512
To je lep brod.	Это красивый корабль.	4	3465824
To je loš znak.	Это плохой знак.	4	6147431
To je moj savet.	Это мой совет.	4	3267432
To je moja kuća.	Это мой дом.	4	3425908
To je moja mačka.	Это моя кошка.	4	3438893
To je nažalost istina.	К сожалению это правда.	4	3414831
To je prvi korak.	Это первый шаг.	4	4250211
To je samo ogrebotina.	Это просто царапина.	4	6303068
To je severni vetar.	Это северный ветер.	4	3463594
To je simbol uspeha.	Это символ успеха.	4	5588843
To je slepa ulica.	Это тупик.	4	3340681
To je stvar ukusa.	Это дело вкуса.	4	3350432
To je velika iluzija.	Это большая иллюзия.	4	3466998
To je veoma opasno.	Это очень опасно.	4	4782974
To je višefazni proces.	Это многоступенчатый процесс.	4	3493077
To je zaista problem.	Это действительно проблема.	4	3243201
To je čista glupost.	Это полная чушь.	4	3391820
To mi je poznato.	Это мне знакомо.	4	3278457
To nije moj auto.	Это не моя машина.	4	4783019
To nije moj automobil.	Это не мой автомобиль.	4	4783021
To nije teško raditi.	Это не трудно делать.	4	3305532
To piše na internetu.	Это пишут в интернете.	4	3478632
To su loše vesti.	Это плохие новости.	4	4250295
To su moje pantalone.	Это мои брюки.	4	3440821
To ti neće pomoći.	Это тебе не поможет.	4	3434506
To uopšte nije problem.	Это вообще не проблема.	4	925345
To zaista nije moguće.	Это правда невозможно.	4	3387287
Tom ceni savremenu umetnost.	Том ценит современное искусство.	4	665167
Tom ima dvoje dece.	У Тома двое детей.	4	4332298
Tom ima lepu baštu.	У Тома красивый сад.	4	3437130
Tom ima loš dan.	У Тома плохой день.	4	4292222
Tom ima masnu kožu.	У Тома жирная кожа.	4	4247104
Tom ima mračnu tajnu.	У Тома есть мрачная тайна.	4	4251404
Tom ima težak posao.	У Тома трудная работа.	4	5043545
Tom je danas bolestan.	Том сегодня болеет.	4	4251195
Tom je imao nož.	У Тома был нож.	4	3299160
Tom je jutros stigao.	Том сегодня утром приехал.	4	5002762
Tom je na sastanku.	Том на встрече.	4	4273245
Tom je otvorio vrata.	Том открыл дверь.	4	4256602
Tom je otvorio vrata.	Том открыл ворота.	4	4256602
Tom je pomalo ekscentričan.	Том немного эксцентричен.	4	4781916
Tom je poštovani biznismen.	Том — уважаемый бизнесмен.	4	4238014
Tom je sin sveštenika.	Том - сын священника.	4	3506031
Tom je stigao jutros.	Том приехал сегодня утром.	4	5002761
Tom je u opasnosti.	Том в опасности.	4	3365608
Tom je ubio Mariju.	Том убил Марию.	4	5621688
Tom je ugasio televizor.	Том выключил телевизор.	4	4258359
Tom je veoma strpljiv.	Том очень терпеливый.	4	4243550
Tom je voleo Meri.	Том любил Мэри.	4	4644928
Tom je vrlo srećan.	Том очень счастлив.	4	3469402
Tom je vrlo star.	Том очень старый.	4	3438648
Tom kuva za nas.	Том нам готовит.	4	4250249
Tom neće imati izbora.	У Тома не будет выбора.	4	5043487
Tom nije bio debeo.	Том не был толстым.	4	4250442
Tom nije izgledao zadovoljno.	Том не выглядел довольным.	4	4292338
Tom nije video ništa.	Том ничего не видел.	4	4784572
Tom radi noćnu smenu.	Том работает в ночную смену.	4	3438515
Tom radi sa nama.	Том работает с нами.	4	5029146
Tom radi večernju smenu.	Том работает в вечернюю смену.	4	3438514
Tom sada zna to.	Том сейчас это знает.	4	4250915
Tom se igra napolju.	Том играет на улице.	4	4339789
Tom se još skriva.	Том всё ещё прячется.	4	4251017
Tom se loše ljubi.	Том неважно целуется.	4	4238404
Tom stvarno zna mnogo.	Том действительно много знает.	4	5029154
Tom uči veoma brzo.	Том учится очень быстро.	4	4983332
Tom više nije dete.	Том уже не ребёнок.	4	5043527
Tom voli da piše.	Том любит писать.	4	4248691
Tom voli ekstremne sportove.	Том любит экстремальные виды спорта.	4	4237982
Tom će da razume.	Том поймёт.	4	4993255
Tom će da shvati.	Том поймёт.	4	4993256
Tom će da umre.	Том умрёт.	4	4993284
Tom će ga tražiti.	Том будет его искать.	4	5397810
Tom često nosi crno.	Том часто носит чёрное.	4	4784545
Tom šapuće nešto Meri.	Том что-то шепчет Мэри.	4	3251070
Tomove oči su crvene.	У Тома красные глаза.	4	3438588
Tomovo lice je crveno.	У Тома красное лицо.	4	3438598
Tomu se sviđa Meri.	Тому нравится Мэри.	4	4644927
Tomu se sviđaju oba.	Тому нравятся оба.	4	4250999
Tomu se sviđaju obe.	Тому нравятся обе.	4	4251003
Treba da budemo realistični.	Нам нужно быть реалистами.	4	5043471
Treba da manje pušiš.	Тебе нужно меньше курить.	4	3327867
Treba da napišeš knjigu.	Тебе нужно написать книгу.	4	4248714
Treba da pojedem nešto.	Мне нужно что-нибудь поесть.	4	4261721
Treba da uhvatim voz.	Мне нужно сесть на поезд.	4	4274675
Treba da više treniraš.	Тебе нужно больше тренироваться.	4	3334410
Treba li ti novac?	Тебе нужны деньги?	4	4243513
Treba mi dobar rečnik.	Мне нужен хороший словарь.	4	4967420
Treba mi kuhinjski nož.	Мне нужен кухонный нож.	4	3277807
Treba mi malo sna.	Мне нужно немного поспать.	4	3424908
Treba mi nov bicikl.	Мне нужен новый велосипед.	4	3390857
Treba mi poštanska marka.	Мне нужна почтовая марка.	4	3311750
Treba mi tvoj potpis.	Мне нужна твоя подпись.	4	6895720
Treba mi tvoja pomoć.	Мне нужна твоя помощь.	4	3535748
Treba nam tvoja pomoć.	Нам нужна твоя помощь.	4	4261732
Treba nam vaša pomoć.	Нам нужна ваша помощь.	4	4261731
Trebaju mi nove naočare.	Мне нужны новые очки.	4	4250730
Tretman se odvija uspešno.	Лечение идёт успешно.	4	885605
Trčim dva puta nedeljno.	Я бегаю два раза в неделю.	4	3435555
Tvoj odgovor je pogrešan.	Твой ответ неправильный.	4	3426492
Tvoj čamac nije veliki.	Твоя лодка не большая.	4	3477980
Tvoja torba je ovde.	Твоя сумка здесь.	4	3245801
Tvoje su pantalone prljave.	Твои брюки грязные.	4	3425253
U Parizu pada sneg.	В Париже идёт снег.	4	3366085
U kupatilu nema nikoga.	В ванной никого нет.	4	4644949
U početku beše Reč.	В начале было Слово.	4	5848773
U šta ti veruješ?	Во что ты веришь?	4	5909470
Udala se u sedamnaestoj.	Она вышла замуж в семнадцать.	4	3243557
Ukraden joj je pasoš.	У неё украли паспорт.	4	4644913
Ukradena mi je torba.	У меня украли сумку.	4	923578
Ukrali su mi novac.	У меня украли деньги.	4	3286427
Umem da čuvam tajnu.	Я умею хранить секреты.	4	4992702
Uradio si odličan posao.	Ты сделал отличную работу.	4	4449810
Uskoro će pola tri.	Скоро будет полтретьего.	4	4781273
Uspeh zavisi od napora.	Успех зависит от усилий.	4	5588852
Uvek mislim o tome.	Я всегда об этом думаю.	4	5002950
Uvek sam voleo knjige.	Я всегда любил книги.	4	3380342
Uzimam vitamine svaki dan.	Я принимаю витамины каждый день.	4	5002953
Uzimam vitamine svaki dan.	Я каждый день принимаю витамины.	4	5002953
Uzmi papir i piši!	Возьми бумагу и пиши!	4	3245697
Vama je ovo potrebno.	Вам это нужно.	4	3535311
Važno je za mene.	Это важно для меня.	4	4250184
Velike devojčice ne plaču.	Большие девочки не плачут.	4	5396763
Veliki dečaci ne plaču.	Большие мальчики не плачут.	4	5396762
Veliki sam obožavatelj fudbala.	Я большой поклонник футбола.	4	4972202
Veruješ li u duhove?	Ты веришь в призраков?	4	3265624
Vetar duva sa istoka.	Ветер дует с востока.	4	3463568
Vetar duva sa severa.	Ветер дует с севера.	4	3463573
Vetar duva sa zapada.	Ветер дует с запада.	4	3463571
Već mi je dosadno.	Мне уже скучно.	4	3414453
Već sam znao istinu.	Я уже знал правду.	4	2925872
Večeras ću se odmarati.	Сегодня вечером я буду отдыхать.	4	807912
Vi ste bili zauzeti.	Вы были заняты.	4	3357095
Vidim lanac od zlata.	Я вижу золотую цепочку.	4	3478032
Vidim more i reku.	Я вижу море и реку.	4	3350434
Više nemam mobilni telefon.	У меня больше нет мобильного телефона.	4	4995350
Više te ne volim.	Я больше тебя не люблю.	4	3371653
Više volim da čitam.	Больше всего я люблю читать.	4	3445844
Voli da igra tenis.	Он любит играть в теннис.	4	3264407
Volim da gradim mostove.	Я люблю строить мосты.	4	3440676
Volim da slušam muziku.	Я люблю слушать музыку.	4	3484258
Volim da sviram klavir.	Я люблю играть на пианино.	4	3265717
Volim da učim istoriju.	Я люблю учить историю.	4	3340283
Volim da učim istoriju.	Мне нравится учить историю.	4	3340283
Volim da čitam knjige.	Я люблю читать книги.	4	3264438
Volim svog biseksualnog dečka!	Я люблю своего парня-бисексуала!	4	4264046
Volimo da igramo fudbal.	Мы любим играть в футбол.	4	4782969
Volite li svoju majku?	Вы любите свою маму?	4	4264007
Voliš li svoju majku?	Ты любишь свою маму?	4	4264006
Voz nije još stigao.	Поезд ещё не прибыл.	4	3311747
Vratite mi moju flašu.	Верните мне мою бутылку.	4	4273217
Vreme je za spavanje.	Пора спать.	4	5944762
Vrlo često dolazim ovde.	Я очень часто прихожу сюда.	4	13395107
Zaboravila sam njegovo ime.	Я забыла его имя.	4	3440362
Zaboravljam gde ostavim šešir.	Я забыл, где оставил шляпу.	4	4250452
Zadovoljan sam svojim poslom.	Я доволен своей работой.	4	3265426
Zakasnio si na posao.	Ты опоздал на работу.	4	3425619
Zar oni nisu Amerikanci?	Разве они не американцы?	4	3347561
Zarađujem 100 evra dnevno.	Я зарабатываю 100 евро в день.	4	3243813
Zatvorite vrata, molim Vas.	Пожалуйста, закройте дверь.	4	5294915
Zatvorite vrata, molim Vas.	Закройте, пожалуйста, дверь.	4	5294915
Zašto je jezero ružičasto?	Почему озеро розовое?	4	13464838
Zašto je nebo plavo?	Почему небо голубое?	4	3334752
Zašto nam Tom pomaže?	Почему Том нам помогает?	4	4645002
Zašto ne jedeš povrće?	Почему ты не ешь овощи?	4	3390107
Zašto ne učiš engleski?	Почему ты не учишь английский?	4	4248489
Zašto niko ne odgovara?	Почему никто не отвечает?	4	3410279
Zašto optužuješ mog sina?	Почему ты обвиняешь моего сына?	4	884902
Zašto postoje godišnja doba?	Почему существуют времена года?	4	3478206
Zašto sam ja ovde?	Зачем я здесь?	4	4324466
Zašto sam ja ovde?	Почему я здесь?	4	4324466
Zašto si to uradila?	Зачем ты это сделала?	4	4258336
Zašto si to uradio?	Зачем ты это сделал?	4	4258335
Zašto ste to uradili?	Зачем вы это сделали?	4	4258337
Zašto žene vole poklone?	Почему женщины любят подарки?	4	3478058
Zdravlje mi znači sve.	Здоровье значит для меня всё.	4	3344175
Zečevi imaju dugačke uši.	У зайцев длинные уши.	4	3266900
Zmija puzi kroz pustinju.	Змея ползёт через пустыню.	4	840851
Zmija puzi kroz pustinju.	Змея ползёт по пустыне.	4	840851
Znam ko su oni.	Я знаю, кто они такие.	4	3392051
Znam ko su oni.	Я знаю, кто они.	4	3392051
Znam koliko i ti.	Я знаю столько же, сколько и ты.	4	7032864
Znam na šta misliš.	Я знаю, о чём ты думаешь.	4	3425225
Znam njegovu lošu reputaciju.	Я знаю, что у него плохая репутация.	4	4783033
Znam samo njegovo ime.	Я знаю только его имя.	4	3265450
Znaće šta da rade.	Они будут знать, что делать.	4	4292236
Znaće šta da urade.	Они будут знать, что сделать.	4	4292237
Čekam na svoj red.	Я жду своей очереди.	4	4324571
Čekaš li na nešto?	Ты чего-то ждёшь?	4	3357520
Čija je ovo gitara?	Чья это гитара?	4	3305664
Čija je ovo soba?	Чья это комната?	4	3307027
Čija su ovo kola?	Чья это машина?	4	5843369
Čije su ovo cipele?	Чьи это туфли?	4	3438841
Čiji je ovo automobil?	Чей это автомобиль?	4	5843370
Čiji je ovo bicikl?	Чей это велосипед?	4	3286424
Čiji je ovo kišobran?	Чей это зонт?	4	5843362
Čiji je ovo kišobran?	Чей это зонтик?	4	5843362
Čovek je čoveku vuk.	Человек человеку - волк.	4	5687962
Čujem da neko peva.	Я слышу, как кто-то поёт.	4	3370556
Šetali smo kroz park.	Мы прогуливались по парку.	4	5043453
Šetali smo kroz park.	Мы гуляли по парку.	4	5043453
Škola liči na zatvor.	Школа похожа на тюрьму.	4	3243987
Škola počinje u Aprilu.	Занятия в школе начинаются в апреле.	4	3245487
Šofer čeka na putnike.	Водитель ждёт пассажиров.	4	3499733
Šta bi Tom želeo?	Чего бы хотел Том?	4	4251067
Šta ja radim ovde?	Что я делаю здесь?	4	6391076
Šta ja radim ovde?	Что я здесь делаю?	4	6391076
Šta je sa vama?	Что с вами?	4	5909347
Šta je tu problem?	В чём тут проблема?	4	4976068
Šta je tvoj posao?	Какая у тебя работа?	4	5806711
Šta je unutra, Tome?	Что внутри, Том?	4	4250959
Šta misliš o njemu?	Что ты о нём думаешь?	4	3535520
Šta moramo da uradimo?	Что мы должны сделать?	4	4253496
Šta radi tvoja tetka?	Что делает твоя тётя?	4	3425159
Šta radiš ovde, dole?	Что ты здесь делаешь внизу?	4	5848074
Šta si po profesiji?	Кто ты по профессии?	4	3394964
Šta si radio danas?	Что ты сегодня делал?	4	897888
Šta si rekao Tomu?	Что ты сказал Тому?	4	4261852
Šta si rekla Tomu?	Что ты сказала Тому?	4	4261853
Šta si sad uradila?	Что ты сейчас сделала?	4	4258326
Šta si sad uradio?	Что ты сейчас сделал?	4	4258325
Šta ste rekli Tomu?	Что вы сказали Тому?	4	4261854
Šta ste sad uradili?	Что вы сейчас сделали?	4	4258331
Šta ste sada uradili?	Что вы сейчас сделали?	4	4258330
Šta su ti rekli?	Что они тебе сказали?	4	4261856
Šta treba da kupim?	Что мне нужно купить?	4	3300817
Šta treba da uradiš?	Что тебе нужно сделать?	4	5909449
Šta znači ova reč?	Что означает это слово?	4	4644911
Šta znači to sve?	Что это всё значит?	4	4251197
Šta znači to sve?	Что это всё означает?	4	4251197
Šta znaš o njemu?	Что ты знаешь о нём?	4	3370613
Šta znaš o njemu?	Что ты о нём знаешь?	4	3370613
Šta ćeš da radiš?	Что ты будешь делать?	4	3419231
Šta ćeš za užinu?	Что у тебя будет на полдник?	4	3244006
Šta? Šta si rekao?	Что? Что ты сказал?	4	3412964
Želim da budem plivačica.	Я хочу стать пловчихой.	4	2708803
Želim da gledam film.	Я хочу фильм посмотреть.	4	4781291
Želim da upoznam Mariju.	Я хочу познакомиться с Марией.	4	3244648
Želim da upoznam Toma.	Я хочу познакомиться с Томом.	4	3244650
Želim da usavršim engleski.	Я хочу совершенствовать свой английский.	4	3418926
Želiš li da pogledaš?	Хочешь посмотреть?	4	3304895
Živim u staroj kući.	Я живу в старом доме.	4	3396035
Živimo na šestom spratu.	Мы живём на седьмом этаже.	4	4250169
Živiš u mojem srcu.	Ты живёшь в моём сердце.	4	2499658
Život mi je ugrožen.	Моя жизнь под угрозой.	4	3425099
Životinje se plaše vatre.	Животные боятся огня.	4	3244365
„Ja?“ - „Da, ti!“	"Я?" - "Да, ты!"	4	2502378
"Gde živiš?" "Živim u Tokiju."	"Где ты живёшь?" - "Я живу в Токио".	5	3313788
A ko je bio drugi?	А кто был вторым?	5	3274451
Ah, kakve su to besmislice!	Да ну, бред какой-то!	5	5651605
Akira je dobar igrač tenisa.	Акира - хороший теннисист.	5	3365625
Auto mog oca je nov.	Машина моего отца новая.	5	901139
Autobus ide svakih deset minuta.	Автобусы ходят каждые десять минут.	5	3251058
Biblioteka je osamdeset godina stara.	Библиотеке восемьдесят лет.	5	4434775
Bila je to loša situacija.	Это была плохая ситуация.	5	5028718
Bila je to teška odluka.	Это было трудное решение.	5	5028721
Bili smo siromašni, ali srećni.	Мы были бедными, но счастливыми.	5	3437802
Bili su članovi srednje klase.	Они принадлежали к среднему классу.	5	4967450
Bilo je mračno ispod mosta.	Под мостом было темно.	5	3366509
Bio je siguran u uspeh.	Он был уверен в успехе.	5	5588822
Bio je to divan uspeh.	Это был удивительный успех.	5	5588840
Bio je to dobar šešir.	Хорошая была шляпа.	5	4250446
Bio sam mršav u mladosti.	В молодости я был тощим.	5	3245558
Bio sam tamo dva puta.	Я был там два раза.	5	5586403
Bliži se fantastična norveška jesen.	Приближается фантастическая норвежская осень.	5	3456598
Bob i Marija sviraju flautu.	Боб и Мария играют на флейте.	5	3333536
Bogati ljudi nisu uvek srećni.	Богатые люди не всегда счастливы.	5	3267420
Broj od jedan do deset.	Считай от одного до десяти.	5	3311722
Broj od jedan do deset.	Сосчитай от одного до десяти.	5	3311722
Da li Tom ima ključ?	У Тома есть ключ?	5	4251065
Da li Vi govorite Engleski?	Вы говорите по-английски?	5	3311705
Da li dugo radiš ovde?	Ты долго здесь работаешь?	5	4243539
Da li imate japansko pivo?	У вас есть японское пиво?	5	801031
Da li imaš brata, Petre?	Пётр, у тебя есть брат?	5	3438774
Da li imaš engleski rečnik?	У тебя есть английский словарь?	5	3418932
Da li imaš vozačku dozvolu?	У тебя есть права?	5	3418909
Da li imaš vozačku dozvolu?	У тебя есть водительские права?	5	3418909
Da li ja ikada grešim?	Я когда-нибудь ошибаюсь?	5	4324460
Da li je ispit sutra?	Экзамен завтра?	5	4238414
Da li je ona lekar?	Она врач?	5	3266831
Da li je to daleko?	Это далеко?	5	3371631
Da li je to ptica?	Это птица?	5	4781364
Da li me neko čuje?	Меня кто-нибудь слышит?	5	3424992
Da li pričate o nama?	Вы о нас говорите?	5	4986704
Da li razumete šta govorim?	Вы понимаете, что я говорю?	5	5909300
Da li sam sad bezbedna?	Я сейчас в безопасности?	5	4324489
Da li si danas zauzet?	Ты сегодня занят?	5	3425001
Da li si izgubio nešto?	Вы что-то потеряли?	5	3419178
Da li si nekome rekao?	Ты кому-нибудь сказал?	5	3395325
Da li si nešto izgubio?	Вы что-то потеряли?	5	3424979
Da li si pronašao posao?	Ты нашёл работу?	5	3424980
Da li ste jeli nešto?	Вы что-нибудь ели?	5	4292394
Da li ste svi spremni?	Вы все готовы?	5	3268029
Da li ste vi dobro?	Вы в порядке?	5	3650720
Da li su oni visoki?	Они высокие?	5	3440828
Da li ti živiš ovde?	Ты живёшь здесь?	5	3341471
Da li ti živiš ovde?	Ты здесь живёшь?	5	3341471
Da li ti živiš tamo?	Ты там живёшь?	5	3412954
Da li veruješ u Boga?	Ты веришь в Бога?	5	3425699
Da li vi govorite engleski?	Вы говорите по-английски?	5	3311702
Da li volite svoju majku?	Вы любите свою маму?	5	4264009
Da li voliš crne mačke?	Ты любишь чёрных кошек?	5	3307024
Da li voliš da pišeš?	Ты любишь писать?	5	4248696
Da li voliš svoju majku?	Ты любишь свою маму?	5	4264004
Da li voliš tvoju majku?	Ты любишь свою маму?	5	3445850
Da li često dolazite ovde?	Вы часто сюда приходите?	5	5843372
Da li često dolaziš ovde?	Ты часто сюда приходишь?	5	5843371
Daj mi dan ili dva.	Дай мне день или два.	5	4324209
Dali su vode njihovim konjima.	Они напоили своих лошадей.	5	3414670
Dali su vode njihovim konjima.	Они напоили своих коней.	5	3414670
Dali su vode svojim konjima.	Они напоили своих лошадей.	5	3414671
Dali su vode svojim konjima.	Они напоили своих коней.	5	3414671
Dama uzima privatne časove klavira.	Дама берёт частные уроки игры на фортепиано.	5	5596944
Danas je nebo pokriveno oblacima.	Сегодня небо покрыто облаками.	5	5843301
Danas je pao prvi sneg.	Сегодня выпал первый снег.	5	4250231
Danas je tvojoj ćerki rođendan.	Сегодня день рождения твоей дочери.	5	3425426
Danas je veliki dan, sine!	Сегодня великий день, сын!	5	4249108
Danas je veliki dan, sinko!	Сегодня великий день, сынок!	5	4249109
Danas sam pročitao jednu knjigu.	Я сегодня прочитал одну книгу.	5	3386969
