level	score	vocab	morph	len	clauses	sr	ru	sr_id
3	5.13	2.53	2	4	1	Sve devojke vole Toma.	Все девушки любят Тома.	5396753
3	5.13	3.19	1	4	1	Tom šapuće nešto Meri.	Том что-то шепчет Мэри.	3251070
3	5.13	2.77	1	5	1	Sneg je padao celu noć.	Снег шёл всю ночь.	3371255
3	5.13	2.77	1	5	1	Sneg je padao celu noć.	Снег шёл целую ночь.	3371255
3	5.13	1.69	2	6	1	Ken ima više knjiga od tebe.	У Кена больше книг, чем у тебя.	3311341
3	5.13	3.02	0	6	1	Moj mali unuk vrlo glasno vrišti.	Мой маленький внук очень громко орёт.	3453823
3	5.13	1.69	2	6	1	Na ulici se igraju dvoje dece.	На улице играют двое детей.	715007
3	5.13	2.19	0	6	2	Ne želim da igram ovu igru.	Я не хочу играть в эту игру.	3394910
3	5.13	1.69	2	6	1	Svet ne postoji samo zbog tebe.	Мир существует не только из-за тебя.	3371543
3	5.13	3.03	0	6	1	To ne može biti pravi dijamant.	Это не может быть настоящим алмазом.	1060491
3	5.14	2.95	2	2	1	Ne razgovarajte.	Не разговаривайте.	4996892
3	5.14	1.62	4	3	1	Veliko vam hvala!	Большое вам спасибо!	5552601
3	5.14	1.70	2	4	2	Dobar dan, dobri ljudi!	Добрый день, добрые люди!	1178234
3	5.14	3.04	0	4	2	Kada počinje zimski raspust?	Когда начинаются зимние каникулы?	5847128
3	5.14	2.53	2	4	1	Kiša pada od utorka.	Дождь идёт со вторника.	3425015
3	5.14	2.53	2	4	1	Svi su zadržali dah.	Все задержали дыхание.	4967376
3	5.14	1.86	3	4	1	Treba mi nov bicikl.	Мне нужен новый велосипед.	3390857
3	5.14	2.12	2	5	1	Jesi li ikada video jednog?	Ты когда-нибудь видел такого?	5024879
3	5.14	2.37	1	6	1	Učinila je to na moju molbu.	Она сделала это по моей просьбе.	6914804
3	5.15	3.63	1	2	1	Ne pevaj.	Не пой.	4996826
3	5.15	2.96	2	2	1	Zatvorite vrata!	Закройте дверь!	1135357
3	5.15	2.96	2	2	1	Zatvorite vrata!	Закройте ворота!	1135357
3	5.15	3.62	1	3	1	Heljda je poskupela.	Гречка подорожала.	3650891
3	5.15	2.29	3	3	1	Čestitam ti rođendan.	Поздравляю тебя с днём рождения.	870439
3	5.15	1.88	3	4	1	Bila je odlična godina.	Это был отличный год.	5028936
3	5.15	2.54	2	4	1	Dobri ljudi mladi umiru.	Хорошие люди умирают молодыми.	1142577
3	5.15	2.12	2	5	1	Još smo imali poslednju šansu.	У нас ещё был последний шанс.	1054008
3	5.15	2.13	2	5	1	Ko su ova tri muškarca?	Кто эти трое мужчин?	5039846
3	5.15	2.79	1	5	1	Ko živi u susednoj kući?	Кто живёт в соседнем доме?	4975962
3	5.15	2.12	2	5	1	Nismo sposobni živeti bez vazduha.	Мы не можем жить без воздуха.	1066186
3	5.15	1.96	1	5	2	Ovo je moja sestra, Meri.	Это моя сестра Мэри.	4784534
3	5.15	2.12	2	5	1	Sastanak je trajao dva sata.	Встреча продолжалась два часа.	3419099
3	5.15	1.46	3	5	1	To se ne tiče učenika.	Это не касается учеников.	1111654
3	5.15	1.46	3	5	1	Tom je ostao sa ocem.	Том остался с отцом.	11175014
3	5.16	3.64	1	2	1	Svi tapšu.	Все хлопают.	4996903
3	5.16	3.64	1	2	1	Svi tapšu.	Все аплодируют.	4996903
3	5.16	1.64	4	3	1	Mi smo prijatelji.	Мы друзья.	3648727
3	5.16	2.80	1	3	2	Odmori se, Tome.	Отдохни, Том.	4247106
3	5.16	3.22	1	4	1	Ja stanujem u Beogradu.	Я живу в Белграде.	1080495
3	5.16	3.22	1	4	1	Ja stanujem u stanu.	Я живу в квартире.	1076259
3	5.16	1.88	3	4	1	Mnogo ljudi ima san.	У многих людей есть мечта.	3430915
3	5.16	2.63	0	5	2	Gde moram da promenim voz?	Где мне нужно сделать пересадку?	3384581
3	5.16	2.80	1	5	1	Imaš li bilo kakvu olovku?	У тебя есть какие-нибудь карандаши?	1214520
3	5.16	1.96	1	5	2	Ja volim da gledam filmove.	Я люблю смотреть фильмы.	1076674
3	5.16	1.97	1	5	2	Samo hoćemo da idemo kući.	Мы просто хотим пойти домой.	4273275
3	5.16	1.47	3	5	1	Sve ove knjige su moje.	Все эти книги мои.	3485473
3	5.16	2.80	1	5	1	To je bio smešan film.	Это был смешной фильм.	5029112
3	5.16	1.97	1	5	2	Želim da vidim moje roditelje.	Я хочу увидеться с моими родителями.	3410491
3	5.16	2.39	1	6	1	Januar je prvi mesec u kalendaru.	Январь - первый месяц в календаре.	3437266
3	5.16	1.72	2	6	1	Tom nije bio ovde u ponedeljak.	Тома не было здесь в понедельник.	8841773
3	5.17	1.89	3	4	1	Ima li Tom partnera?	У Тома есть партнёр?	8829814
3	5.17	3.23	1	4	1	Ko su tvoji prijatelji?	Кто твои друзья?	5397784
3	5.17	2.56	2	4	1	Muškarac sedi pored potoka.	Мужчина сидит за ручьём.	1117645
3	5.17	3.89	0	4	1	Njegova supruga je Japanka.	Его супруга - японка.	1498206
3	5.17	2.39	1	4	2	Oni vole da pevaju.	Он любит петь.	3501828
3	5.17	1.89	3	4	1	Ti si moja sreća.	Ты — моё счастье.	5800279
3	5.17	2.14	2	5	1	Banka se nalazi pored pošte.	Банк находится рядом с почтой.	1183308
3	5.17	2.14	2	5	1	Koliko je odavde do parka?	Сколько отсюда до парка?	3245649
3	5.17	2.14	2	5	1	Ne volim muškarce poput njega.	Я не люблю таких мужчин, как он.	1133533
3	5.17	2.81	1	5	1	Ona se uvek pridružuje njemu.	Она всегда к нему придирается.	1098594
3	5.17	1.73	2	6	1	Marija živi prilično daleko od škole.	Мария живёт достаточно далеко от школы.	3469664
3	5.18	2.99	2	3	1	Obojica su lagali.	Оба солгали.	12415002
3	5.18	2.31	3	3	1	Plašim se pasa.	Я боюсь собаки.	3298729
3	5.18	2.31	3	3	1	Plašim se pasa.	Я боюсь собаку.	3298729
3	5.18	2.57	2	4	1	Ne znamo naše komšije.	Мы не знаем наших соседей.	6904259
3	5.18	3.90	0	4	1	Ona ima ukrajinsko državljanstvo.	У неё украинское гражданство.	5601694
3	5.18	1.23	4	4	1	Tom radi s nama.	Том работает с нами.	13689909
3	5.18	1.23	4	4	1	Tom radi sa nama.	Том работает с нами.	5029146
3	5.18	2.81	1	5	1	Koliko često putujete u inostranstvo?	Как часто вы ездите за границу?	1153269
3	5.18	2.65	0	5	2	Nije zlato sve što sija.	Не всё то золото, что блестит.	1484522
3	5.18	2.65	0	5	2	Ovde moraš da govoriš engleski.	Здесь ты должен говорить по-английски.	3359667
3	5.18	2.65	0	5	2	Ovde moraš da govoriš engleski.	Здесь ты должна говорить по-английски.	3359667
3	5.18	2.82	1	5	1	Tom jako dobro svira klavir.	Том очень хорошо играет на пианино.	4781410
3	5.18	1.48	3	5	1	Tom je govorio tri minuta.	Том говорил три минуты.	5045376
3	5.18	2.65	0	5	2	Uvek treba da govoriš istinu.	Всегда нужно говорить правду.	3380036
3	5.18	2.15	2	5	1	Više volim Engleski od Matematike.	Я больше люблю английский, чем математику.	3250517
3	5.18	2.40	1	6	1	Amazon je velika reka u Brazilu.	Амазонка - крупная река в Бразилии.	1610089
3	5.18	2.23	0	6	2	Šta misliš, šta znači ova rečenica?	Как ты думаешь, что значит это предложение?	4249168
3	5.19	4.33	0	2	1	Učiću nemački.	Я буду учить немецкий.	2764229
3	5.19	4.33	0	3	1	Ja sam negovatelj.	Я медбрат.	1085928
3	5.19	3.24	1	4	1	Imam dve udate sestre.	У меня две замужних сестры.	1949883
3	5.19	2.58	2	4	1	Tom je imao nož.	У Тома был нож.	3299160
3	5.19	2.83	1	5	1	Tom je zaljubljen u Mariju.	Том влюблён в Марию.	3440807
3	5.19	1.74	2	6	1	Ima nekoliko crkvi blizu moje kuće.	Поблизости от моего дома есть несколько церквей.	8877214
3	5.20	3.50	0	2	2	Kada odlaziš?	Когда ты уезжаешь?	1384492
3	5.20	3.50	0	2	2	Kada odlaziš?	Когда уезжаешь?	1384492
3	5.20	3.50	0	2	2	Kafu, moliću.	Кофе, пожалуйста.	3791383
3	5.20	3.92	0	4	1	Ovde neminovno postaješ sujeveran.	Тут поневоле станешь суеверным.	5651584
3	5.20	1.92	3	4	1	Porodica osnovna ćelija društva.	Семья - основная единица общества.	1189008
3	5.20	1.92	3	4	1	Ti si veoma lep.	Ты очень красивый.	3357492
3	5.20	2.17	2	5	1	Kako je prošao čas francuskog?	Как прошёл урок французского?	393404
3	5.20	0.84	4	5	1	Koliko ljudi je bilo tamo?	Сколько там было человек?	4243436
3	5.20	0.84	4	5	1	Koliko ljudi je bilo tamo?	Сколько человек там было?	4243436
3	5.20	0.84	4	5	1	Koliko ljudi je bilo tamo?	Сколько людей там было?	4243436
3	5.20	2.17	2	5	1	Tom je pokazao na nebo.	Том показал на небо.	4256610
3	5.21	3.67	1	3	1	Vreme je proletelo.	Время пролетело.	6535569
3	5.21	3.26	1	4	1	Danas nisam kročio napolje.	Я сегодня не выходил на улицу.	4782975
3	5.21	2.59	2	4	1	Ja sam stanovnik Berlina.	Я житель Берлина.	3430954
3	5.21	1.92	3	4	1	Knjige imaju svoju sudbinu.	У книг есть своя судьба.	6947303
3	5.21	1.92	3	4	1	Knjige imaju svoju sudbinu.	Книги имеют свою судьбу.	6947303
3	5.21	3.92	0	4	1	Nikada nisam video žirafu.	Я никогда не видел жирафа.	1484544
3	5.21	2.59	2	4	1	Oko je ogledalo duše.	Глаза — зеркало души.	1243507
3	5.21	3.92	0	4	1	On je ogledni voditelj.	Он опытный водитель.	1251316
3	5.21	1.59	1	6	2	Da li si bio u Americi?	Ты был в Америке?	3425266
3	5.21	1.09	3	6	1	Danas joj je prvi dan škole.	Сегодня у неё первый школьный день.	4250215
3	5.21	2.42	1	6	1	Kompjuter igra važnu ulogu pri učenju.	Компьютер играет важную роль во время учёбы.	879391
3	5.21	1.76	2	6	1	Veoma volim ovaj stari deo grada.	Я очень люблю эту старую часть города.	3476265
3	5.22	3.68	1	3	1	Jesi li ručao?	Ты обедал?	4261847
3	5.22	3.10	0	4	2	Gde želiš da sediš?	Где ты хочешь сидеть?	3331315
3	5.22	1.27	4	4	1	Ti si dobio ulogu.	Ты получил роль.	3645027
3	5.22	2.85	1	5	1	Lišće je padalo na zemlju.	Листья падали на землю.	1043432
3	5.22	2.18	2	5	1	On je pao na kolena.	Он упал на колени.	3474668
3	5.22	2.85	1	5	1	Srbi su stari slovenski narod.	Сербы - древний славянский народ.	1133795
3	5.22	2.01	1	7	1	Ne govorim Francuski tako dobro kao Tom.	Я не говорю по-французски так хорошо, как Том.	3296368
3	5.23	3.03	2	3	1	Konji spavaju stojeći.	Лошади спят стоя.	1511403
3	5.23	3.53	0	3	2	Nastavi da pevaš.	Продолжай петь.	8835754
3	5.23	2.61	2	4	1	Tom nije izgledao zadovoljno.	Том не выглядел довольным.	4292338
3	5.23	3.11	0	4	2	Treba da pojedem nešto.	Мне нужно что-нибудь поесть.	4261721
3	5.23	2.44	1	6	1	Moji jedini prijatelji su moje pčele.	Мои единственные друзья - мои пчёлы.	5633770
3	5.23	1.77	2	6	1	Oni su bili članovi srednje klase.	Они принадлежали к среднему классу.	4967449
3	5.23	2.44	1	6	1	Slučajno sam je sreo na ulici.	Я случайно встретил ее на улице.	3265632
3	5.23	2.02	1	7	1	Nasilje je jedini jezik koji oni razumeju.	Насилие — единственный язык, который они понимают.	3541260
3	5.24	3.70	1	2	1	Ne pucaj!	Не стреляй!	3439027
3	5.24	1.95	3	4	1	On ima trideset godina.	Ему тридцать лет.	3391251
3	5.24	1.95	3	4	1	Treba mi tvoja pomoć.	Мне нужна твоя помощь.	3535748
3	5.24	3.28	1	4	1	Zečevi se brzo razmnožavaju.	Зайцы быстро размножаются.	11055430
3	5.24	2.70	0	5	2	Da li sam sad bezbedna?	Я сейчас в безопасности?	4324489
3	5.24	2.70	0	5	2	Danas je veliki dan, sine!	Сегодня великий день, сын!	4249108
3	5.24	1.37	2	5	2	Nemam vremena da te vidim.	У меня нет времени тебя видеть.	1117640
3	5.24	0.87	4	5	1	Ti si jedan od nas.	Ты один из нас.	4324619
3	5.24	2.20	2	5	1	Tom je govorio veoma glasno.	Том говорил очень громко.	4253508
3	5.24	2.20	2	5	1	Učenje engleskog je težak posao.	Изучение английского - трудная работа.	3418935
3	5.24	2.45	1	6	1	Autobus je bio skoro potpuno prazan.	Автобус был почти совсем пустой.	3478625
3	5.24	1.78	2	6	1	Lako je igrati uz muziku sreće.	Легко танцевать под пение счастья.	1457645
3	5.24	0.54	2	7	2	Da li ste već bili u Kjotu?	Вы уже были в Киото?	1134264
3	5.25	2.38	3	3	1	Kojim putem ideš?	Каким путём ты идёшь?	6148838
3	5.25	2.88	1	5	1	Sada sam u starom zamku.	Сейчас я в старом замке.	1214519
3	5.25	2.46	1	6	1	Kako si saznala gde je Tom?	Как ты узнала, где Том?	4246111
3	5.25	1.87	0	7	2	To je ono što ja zaista osećam.	Это то, что я действительно чувствую.	1911414
3	5.26	2.38	3	3	1	Devojka vidi dečaka.	Девочка видит мальчика.	5635185
3	5.26	3.72	1	3	1	Ispekao sam hleb.	Я испёк хлеб.	6334116
3	5.26	2.22	2	3	2	Nemojte da gledate.	Не смотрите.	4995907
3	5.26	2.64	2	4	1	Gde si našao ključeve?	Где ты нашёл ключи?	4246030
3	5.26	2.64	2	4	1	Gde si našla ključeve?	Где ты нашла ключи?	4246032
3	5.26	2.64	2	4	1	Gde si pronašao ključeve?	Где ты нашёл ключи?	4246031
3	5.26	2.46	1	4	2	Hajde da promenimo temu.	Давайте изменим тему.	6583434
3	5.26	2.63	2	4	1	Ja sam igrač tenisa.	Я теннисист.	3298725
3	5.26	2.88	1	5	1	Gde je pasta za zube?	Где зубная паста?	1171632
3	5.26	2.22	2	5	1	Ja sam čekao pola sata.	Я прождал полтора часа.	1112033
3	5.26	2.22	2	5	1	Moj otac je vozač autobusa.	Мой отец - водитель автобуса.	3430917
3	5.26	2.21	2	5	1	Ona se rodila prošle godine.	Она родилась в прошлом году.	3392085
3	5.26	2.21	2	5	1	Udario me je dva puta.	Он ударил меня два раза.	3412946
3	5.26	1.63	1	6	2	Oni će znati šta da rade.	Они будут знать, что делать.	4292234
3	5.26	1.47	0	6	3	Što je moje, to je dobro.	Что моё, то хорошо.	1102242
3	5.27	2.39	3	3	1	Imam ogromne probleme.	У меня огромные проблемы.	3432881
3	5.27	2.23	2	3	2	Nemojte da pričate.	Не разговаривайте.	4996847
3	5.27	2.65	2	4	1	Ne boj se ničega.	Не бойся ничего.	11055376
3	5.27	1.97	3	4	1	On poznaje mnogo ljudi.	Он знаком со многими людьми.	1751647
3	5.27	2.22	2	5	1	Ko je tvoj učitelj engleskog?	Кто твой учитель английского?	893071
3	5.27	3.56	0	5	1	Nikad pasti neće crvena zvezda.	Красная звезда никогда не упадет.	1142580
3	5.27	3.56	0	5	1	Nikad pasti neće crvena zvezda.	Красные звезды не падают.	1142580
3	5.27	2.89	1	5	1	Ovo je bilo razumno pravilo.	Это было разумное правило.	3477610
3	5.27	1.56	3	5	1	Znaš li koliko je sati?	Ты знаешь, сколько времени?	5843388
3	5.27	1.56	3	5	1	Znaš li koliko je sati?	Ты знаешь, который час?	5843388
3	5.27	1.56	3	5	1	Šta ti znaš o meni?	Что ты обо мне знаешь?	6960914
3	5.27	1.89	0	7	2	Ona ne zna da čita i piše.	Она не умеет читать и писать.	4243451
3	5.28	2.48	1	4	2	Da li igrate fudbal?	Вы играете в футбол?	4273336
3	5.28	1.15	3	4	2	Hvala ti mnogo, Tome.	Большое тебе спасибо, Том.	5029110
3	5.28	2.65	2	4	1	Kiša je padala danima.	Дождь шёл несколько дней.	945339
3	5.28	2.65	2	4	1	Mačke se boje vode.	Кошки боятся воды.	1054360
3	5.28	1.99	3	4	1	Treba mi malo sna.	Мне нужно немного поспать.	3424908
3	5.28	2.07	1	5	2	Gde mogu da kupim kartu?	Где я могу купить карту?	3424523
3	5.28	3.56	0	5	1	Papagaj često podražava ljudski govor.	Попугаи часто подражают человеческой речи.	1080440
3	5.28	2.23	2	5	1	Stotine ptica su na jezeru.	На озере сотни птиц.	1048541
3	5.29	2.41	3	3	1	Jabuke su crvene.	Яблоки красные.	1183324
3	5.29	2.40	3	3	1	On prodaje cipele.	Он продаёт обувь.	3395226
3	5.29	3.32	1	4	1	Ne diraj moj bicikl.	Не трогай мой велосипед.	3250632
3	5.29	2.49	1	4	2	Nemoj da me gledaš.	Не смотри на меня.	3438781
3	5.29	2.00	3	4	1	On ima troje dece.	У него трое детей.	3245362
3	5.29	1.32	4	4	1	Sad nam treba istina.	Сейчас нам нужна правда.	5028610
3	5.29	1.32	4	4	1	Sada nam treba istina.	Сейчас нам нужна правда.	5028611
3	5.29	2.08	1	5	2	Da li su oni visoki?	Они высокие?	3440828
3	5.29	2.08	1	5	2	Da li Tom vodi dnevnik?	Том ведёт дневник?	8835635
3	5.29	2.08	1	7	1	Je li to tvoja prva poseta Japanu?	Это твой первый визит в Японию?	1221170
3	5.30	4.42	0	3	1	Gde je biletarnica?	Где касса?	3402150
3	5.30	3.33	1	4	1	Tom radi večernju smenu.	Том работает в вечернюю смену.	3438514
3	5.30	2.25	2	5	1	Zemlja se okreće oko Sunca.	Земля вращается вокруг Солнца.	1097767
3	5.30	3.17	0	6	1	Atomska energija je skupa i opasna.	Атомная энергия дорога и опасна.	3437263
3	5.30	2.50	1	6	1	Bila je velika gužva na aerodromu.	В аэропорту было полно народу.	890869
3	5.30	2.08	1	7	1	Osaka - drugi po veličini grad u Japanu.	Осака — второй по величине город в Японии.	1457627
3	5.30	1.67	1	8	1	Gde si kupio to? I ja želim jedan.	Где ты это купил? Я тоже хочу такой.	4237961
3	5.31	3.35	1	4	1	Šofer čeka na putnike.	Водитель ждёт пассажиров.	3499733
3	5.31	2.09	1	5	2	Da li volite svoju majku?	Вы любите свою маму?	4264009
3	5.31	2.26	2	5	1	Tom je govorio o muzici.	Том говорил о музыке.	4261831
3	5.31	2.09	1	5	2	Znam da ću napraviti greške.	Я знаю, что сделаю ошибки.	8835557
3	5.31	2.09	1	5	2	Šta sam zaboravio da kažem?	Что я забыл сказать?	6018046
3	5.31	1.17	3	6	1	Deset godina - to je dugo vreme.	Десять лет - это долгий срок.	2037943
3	5.31	1.84	2	6	1	Ja živim na drugoj strani ulice.	Я живу на другой стороне улицы.	3424913
3	5.31	2.51	1	6	1	Koji se jezici govore u Americi?	На каких языках говорят в Америке?	3331381
3	5.31	2.51	1	6	1	Niko ne kuca na moja vrata.	Никто не стучит ко мне в дверь.	3296175
3	5.31	2.76	0	7	1	Teško je prevesti pesmu na drugi jezik.	Сложно перевести песню на другой язык.	1055709
3	5.32	4.43	0	2	1	Smisliću nešto.	Я что-нибудь придумаю.	4258246
3	5.32	2.93	1	2	2	Ćao, Tome.	Привет, Том.	466204
3	5.32	3.35	1	4	1	Kako je dospelo ovde?	Как я сюда попал?	4449813
3	5.32	4.01	0	4	1	Moja soba je svinjac.	Моя комната - настоящий свинарник.	3386961
3	5.32	2.02	3	4	1	Napravila mi je zvezdu.	Она сделала мне звезду.	3393837
3	5.32	2.68	2	4	1	Trčim dva puta nedeljno.	Я бегаю два раза в неделю.	3435555
3	5.32	3.60	0	5	1	Ja snosim odgovornost za grešku.	Это я несу ответственность за ошибку.	1173795
3	5.32	2.27	2	5	1	Moj otac je nastavnik Engleskog.	Мой отец - преподаватель английского.	3288330
3	5.32	1.69	1	6	2	Da li si kupio novi auto?	Ты купил новую машину?	3426509
3	5.32	1.27	1	7	2	Ne mogu da verujem u sve ovo.	Не могу поверить во всё это.	4250163
3	5.33	2.44	3	3	1	Hladno mi je.	Мне холодно.	6895806
3	5.33	3.77	1	3	1	Marija mrzi paukove.	Мария терпеть не может пауков.	3429971
3	5.33	2.78	0	3	3	Neverovatno, ali istinito.	Невероятно, но правда.	6159426
3	5.33	3.77	1	3	1	Oni mrze paukove.	Они терпеть не могут пауков.	3429972
3	5.33	2.44	3	3	1	Ti si ubica.	Ты убийца.	3307058
3	5.33	2.02	3	4	1	Reci mi gde si.	Скажи мне, где ты.	4253846
3	5.33	2.02	3	4	1	Reci mi šta znaš.	Скажи мне, что ты знаешь.	4253847
3	5.33	3.36	1	4	1	Sneg je prekrio autobus.	Снег покрыл автобус.	3244723
3	5.33	2.52	1	4	2	Volim da učim jezike.	Я люблю учить языки.	6900400
3	5.33	2.03	3	4	1	Zadovoljan sam svojim poslom.	Я доволен своей работой.	3265426
3	5.33	2.27	2	5	1	Bogati ljudi nisu uvek srećni.	Богатые люди не всегда счастливы.	3267420
3	5.33	0.95	4	5	1	Mi tu ništa ne možemo.	Мы тут ничего не можем.	4251209
3	5.33	1.86	2	6	1	Nemam sina koji se zove Tom.	У меня нет сына по имени Том.	3386922
3	5.33	2.52	1	6	1	Vijetnam je nekada bio francuska kolonija.	Вьетнам когда-то был французской колонией.	1643297
3	5.34	3.37	1	4	1	Ja sam upalila svetlo.	Я зажгла свет.	3518004
3	5.34	2.28	2	5	1	Jesi li videla mog psa?	Ты видела мою собаку?	5002305
3	5.34	2.28	2	5	1	Jesi li video mog psa?	Ты видел мою собаку?	5002297
3	5.34	2.28	2	5	1	Kako je tvoje puno ime?	Как твоё полное имя?	3791347
3	5.34	2.28	2	5	1	Kako se piše tvoje prezime?	Как пишется твоя фамилия?	10686236
3	5.34	2.28	2	5	1	Njen prijatelj voli svog psa.	Её друг любит свою собаку.	3478030
3	5.34	2.95	1	5	1	Udžbenici se prodaju u knjižari.	Учебники продаются в книжном магазине.	1054864
3	5.35	2.96	1	3	2	Glasnije, molim te.	Громче, пожалуйста.	5003564
3	5.35	3.37	1	4	1	Emili je napisala rečenicu.	Эмили написала предложение.	3340833
3	5.35	2.13	1	5	2	Da li si pronašao posao?	Ты нашёл работу?	3424980
3	5.35	2.96	1	5	1	Molim te govori malo glasnije.	Пожалуйста, говори чуть погромче.	3248283
3	5.35	1.46	2	5	2	Naravno, Tom voli svoju decu.	Конечно, Том любит своих детей.	4986725
3	5.35	3.62	0	5	1	Novi koronavirus je veoma zarazan.	Новый коронавирус очень заразен.	8719546
3	5.35	2.12	1	5	2	Pa, takve stvari se dešavaju.	Что ж, бывает.	4784493
3	5.35	2.54	1	6	1	Jedan moj prijatelj studira u inostranstvu.	Один мой друг учится за границей.	1449062
3	5.36	3.80	1	2	1	Popij lek.	Выпей лекарство.	3484257
3	5.36	4.47	0	3	1	Posetiću te sutra.	Я тебя завтра навещу.	3277803
3	5.36	3.38	1	4	1	Ona te je lagala.	Она лгала тебе.	6827714
3	5.36	1.39	4	4	1	Šta su ti rekli?	Что они тебе сказали?	4261856
3	5.36	2.13	1	5	2	Da li Tom ima ključ?	У Тома есть ключ?	4251065
3	5.36	2.38	0	6	2	Da li si slobodan danas popodne?	Ты сегодня после обеда свободен?	6359072
3	5.36	2.13	1	7	1	U sledećem životu ću sve raditi drugačije.	В следующей жизни я всё сделаю по-другому.	11134273
3	5.36	2.13	1	7	1	U sledećem životu ću sve raditi drugačije.	В следующей жизни я буду всё делать иначе.	11134273
3	5.36	1.55	0	8	2	Da li neko zna gde je moj sin?	Кто-нибудь знает, где мой сын?	3340825
3	5.37	2.48	3	3	1	Dragi moj prijatelju!	Дорогие мои друзья!	1280752
3	5.37	2.31	2	3	2	Čašu vode, molim.	Стакан воды, пожалуйста.	3318074
3	5.37	1.39	4	4	1	Mi smo iz Rusije.	Мы из России.	3437783
3	5.37	2.31	2	5	1	Kupite knjigu i pročitajte je.	Купите книгу и прочтите её.	6906479
3	5.37	2.31	2	5	1	Mogu li dobiti čašu vode?	Можно мне стакан воды?	3318076
3	5.37	2.98	1	5	1	On se šetao kroz šumu.	Он гулял по лесу.	3440827
3	5.37	2.15	1	5	2	Tom kaže da je zdrav.	Том говорит, что здоров.	5028963
3	5.37	2.56	1	6	1	Tom jede čokoladu skoro svaki dan.	Том ест шоколад почти каждый день.	5308568
3	5.38	3.15	2	2	1	Mrzimo Toma.	Мы ненавидим Тома.	4782995
3	5.38	3.82	1	3	1	Ne otvaraj prozor.	Не открывай окно.	2499659
3	5.38	2.31	2	3	2	Nemojte da govorite.	Не говорите.	4996843
3	5.38	3.23	0	4	2	Da li zahtevam previše?	Я слишком многого требую?	6550153
3	5.38	3.23	0	4	2	Da li zahtevam previše?	Я слишком много требую?	6550153
3	5.38	4.07	0	4	1	Esperanto je međunarodni jezik.	Эсперанто - международный язык.	1185069
3	5.38	1.49	2	5	2	Da li ste to videli?	Вы это видели?	3484425
3	5.38	1.65	3	5	1	Muriel sada ima dvadeset godina.	Мюриел сейчас двадцать лет.	6534200
3	5.38	2.57	1	6	1	Tom se uopšte ne plaši zmija.	Том вообще не боится змей.	3364114
3	5.39	2.49	3	3	1	Dosadno mi je.	Мне скучно.	3669334
3	5.39	2.33	2	3	2	Idite da pogledate.	Идите посмотрите.	4324583
3	5.39	3.82	1	3	1	Muškarac je pocrveneo.	Мужчина покраснел.	11055417
3	5.39	1.82	4	3	1	Nedostaje nam Tom.	Мы скучаем по Тому.	10847051
3	5.39	1.82	4	3	1	Nedostaje nam Tom.	Нам не хватает Тома.	10847051
3	5.39	2.49	3	3	1	Treba mi taksi.	Мне нужно такси.	3368553
3	5.39	2.49	3	3	1	Uvek idem autobusom.	Я всегда езжу на автобусе.	4324416
3	5.39	2.74	2	4	1	Kakav jogurt najviše voliš?	Какой йогурт ты больше всего любишь?	4781280
3	5.39	2.08	3	4	1	Napisala je mnogo pesama.	Она написала много песен.	3288626
3	5.39	2.74	2	4	1	Nisam dobar u sportovima.	Я не силён в спорте.	3425856
3	5.39	2.58	1	4	2	Nisam mogla da spavam.	Я не могла спать.	1261853
3	5.39	1.40	4	4	1	Vama je ovo potrebno.	Вам это нужно.	3535311
3	5.39	1.40	4	4	1	Šta je sa vama?	Что с вами?	5909347
3	5.39	2.99	1	5	1	Bio je to dobar šešir.	Хорошая была шляпа.	4250446
3	5.39	2.16	1	5	2	Da li Tom često putuje?	Том часто путешествует?	8835450
3	5.39	2.32	2	5	1	Disciplina je najvažniji deo uspeha.	Дисциплина - самая важная часть успеха.	5588876
3	5.39	2.32	2	5	1	Disciplina je najvažniji deo uspeha.	Дисциплина - это важнейшая составляющая успеха.	6148795
3	5.39	2.99	1	5	1	Gde si kupila taj šešir?	Где ты купила ту шляпу?	8930978
3	5.39	2.99	1	5	1	Hoćemo u Boston i Čikago.	Мы хотим в Бостон и Чикаго.	6567922
3	5.39	1.66	3	5	1	Ja ću ti doneti sreću.	Я принесу тебе счастье.	1090456
3	5.39	2.99	1	5	1	Koliko često ideš u Boston?	Как часто ты ездишь в Бостон?	4239898
3	5.39	2.99	1	5	1	To je bio dobar šešir.	Это была хорошая шляпа.	4250444
3	5.40	2.50	3	2	1	Nemam predrasuda.	У меня нет предрассудков.	3425236
3	5.40	3.16	2	2	1	Probudite se!	Проснитесь!	5558019
3	5.40	3.16	2	2	1	Probudite se!	Просыпайтесь!	5558019
3	5.40	2.58	1	4	2	Kada si jutros ustao?	Во сколько ты сегодня утром встал?	3440724
3	5.40	2.58	1	4	2	Kada si ustao jutros?	Во сколько ты встал сегодня утром?	898463
3	5.40	2.58	1	4	2	Mogu li da uđem?	Я могу войти?	6593985
3	5.40	2.58	1	4	2	Mogu li da uđem?	Можно войти?	6593985
3	5.40	2.41	0	4	3	Pa, treba da krenem.	Ладно, я должен идти.	11055676
3	5.40	2.08	3	4	1	Šta je sa tobom?	Что с тобой?	5909350
3	5.40	2.17	1	5	2	Kada ona odlazi u inostranstvo?	Когда она уезжает за границу?	3356153
3	5.40	1.66	3	5	1	On ima poslednji model automobila.	У него авто самой последней модели.	1056866
