sr	ru	words	top2000	sr_id
Moj automobil je u garazi.	Мой автомобиль в гараже.	5	0	6024223
Moj brat igra dobro tenis.	Мой брат хорошо играет в теннис.	5	0	3313560
Moj brat je pronašao rešenje.	Мой брат нашёл решение.	5	0	3344156
Moj brat koristi ovaj bicikl.	Мой брат пользуется этим велосипедом.	5	0	3311749
Moj brat radi u Francuskoj.	Мой брат работает во Франции.	5	0	3438778
Moj mali brat gleda TV.	Мой младший брат смотрит телевизор.	5	1	3371585
Moj mlađi brat gleda TV.	Мой младший брат смотрит телевизор.	5	0	3371580
Moj muž je dobar čovek.	Мой муж — хороший человек.	5	1	4784608
Moj muž je izgubio posao.	Мой муж потерял работу.	5	1	4971851
Moj muž sve vreme pije.	Мой муж всё время пьёт.	5	0	3476375
Moj otac ima dobar posao.	У моего отца хорошая работа.	5	1	3370988
Moj otac ima nov automobil.	Машина моего отца новая.	5	0	1214522
Moj otac ima nov automobil.	У моего отца новый автомобиль.	5	0	1214522
Moj otac ima poremećaj ličnosti.	У моего отца расстройство личности.	5	0	3370990
Moj otac je nastavnik Engleskog.	Мой отец - преподаватель английского.	5	0	3288330
Moj otac je rekao ne.	Мой отец сказал нет.	5	1	6548137
Moj otac je trenutno zauzet.	Мой отец в данный момент занят.	5	1	3304230
Moj otac je vozač autobusa.	Мой отец - водитель автобуса.	5	0	3430917
Moj otac ne voli fudbal.	Мой отец не любит футбол.	5	0	3286443
Moj otac radi u fabrici.	Мой отец работает на фабрике.	5	0	3244711
Moj otac sluša klasičnu muziku.	Мой отец слушает классическую музыку.	5	0	3644178
Moj pas ima dugačak rep.	У моей собаки длинный хвост.	5	0	3313606
Moj posao je moj hobi.	Моя работа - моё хобби.	5	0	3340695
Moj prijatelj Marko je seljak.	Мой друг Марко - крестьянин.	5	0	1498244
Moj prijatelj studira u inostranstvu.	Мой друг учится за границей.	5	0	3318120
Moj sat mora biti popravljen.	Мои часы нужно починить.	5	0	3343439
Moj sat pokazuje tačno vreme.	Мои часы показывают точное время.	5	0	664819
Moj ujak ima veliku porodicu.	У моего дяди большая семья.	5	0	3440452
Moj ujak živi blizu škole.	Мой дядя живёт недалеко от школы.	5	0	3387245
Moj život je u opasnosti.	Моя жизнь в опасности.	5	1	3425098
Moja baka ima brata blizanca.	У моей бабушки есть брат-близнец.	5	0	3476188
Moja je porodica volela Toma.	Моя семья любила Тома.	5	0	3414398
Moja majka je bila alkoholičarka.	Моя мать была алкоголичкой.	5	0	4971936
Moja sestra vrlo lepo peva.	Моя сестра очень красиво поёт.	5	0	3648841
Moji klijenti su uvek zadovoljni.	Мои клиенты всегда довольны.	5	0	5397831
Moji me prijatelji zovu profesor.	Друзья зовут меня профессором.	5	0	3478029
Molim te da mi veruješ.	Пожалуйста, поверь мне.	5	1	4246083
Molim te govori malo glasnije.	Пожалуйста, говори чуть погромче.	5	0	3248283
Molim Vas izvinite što kasnim.	Пожалуйста, извините за опоздание.	5	1	3382594
Molim Vas ne otvarajte prozor.	Пожалуйста, не открывайте окно.	5	0	800024
Molim Vas popunite ovaj formular.	Пожалуйста, заполните этот бланк.	5	0	3253889
Molim vas, pošaljite knjigu poštom.	Пожалуйста, пошли книгу почтой.	5	0	1124623
Moram da idem da spavam.	Я должен идти спать.	5	1	1232276
Moram da idem da spavam.	Я должна идти спать.	5	1	1232276
Moram da idem da spavam.	Мне нужно идти спать.	5	1	1232276
Moram da mislim na decu.	Я должен думать о детях.	5	1	5843289
Moram da napunim akvarijum vodom.	Мне нужно наполнить аквариум водой.	5	0	3300733
Moramo da sačekamo zakašnjenje voza.	Нам следует ожидать задержку поезда.	5	0	1621130
Morate učiti od svojih grešaka.	Вы должны учиться на своих ошибках.	5	0	3311733
Moraš da sačekaš sledeći autobus.	Ты должен подождать следующего автобуса.	5	0	3478031
Možda ćete jednog dana razumeti.	Возможно, когда-нибудь вы поймёте.	5	0	8870490
Možda ćeš jednog dana razumeti.	Возможно, когда-нибудь ты поймёшь.	5	0	8870488
Možeš da koristiš ovaj telefon.	Можешь пользоваться этим телефоном.	5	0	8890454
Možeš li da ovo otvoriš?	Ты можешь это открыть?	5	0	3439344
Mraz i sunce, predivan dan!	Мороз и солнце; день чудесный!	5	0	5674504
Muriel sada ima dvadeset godina.	Мюриел сейчас двадцать лет.	5	0	6534200
Muž mi je izgubio posao.	Мой муж потерял работу.	5	1	4971852
Na koju si hranu alergičan?	На какую пищу у тебя аллергия?	5	0	4238343
Na pisaćem stolu leži rečnik.	На письменном столе лежит словарь.	5	0	1528428
Na stolu stoji flaša vina.	На столе стоит бутылка вина.	5	0	6936607
Na svetu postoji mnogo jezika.	В мире существует много языков.	5	0	1185058
Najlepši cvetovi imaju najoštrije trnje.	У самых красивых цветов самые острые шипы.	5	0	3429712
Naoko živi u beloj kući.	Наоко живёт в белом доме.	5	0	2763053
Napisala je članak za novine.	Она написала статью в газету.	5	0	7005434
Napisao je knjigu o Kini.	Он написал книгу о Китае.	5	0	3305653
Napisao je knjigu u Kini.	Он написал книгу в Китае.	5	0	3305651
Napisao sam pesmu o Tatoebi.	Я написал песню про Татоэбу.	5	0	3368061
Napokon sam zavrsio svoj zadatak.	Наконец я закончил своё задание.	5	0	3125195
Napravio sam mnogo glupih grešaka.	Я сделал много глупых ошибок.	5	0	5308573
Naravno, Tom voli svoju decu.	Конечно, Том любит своих детей.	5	1	4986725
Nas dvoje smo toliko različiti.	Мы двое такие разные.	5	0	6150587
Nazovi me ako pronađeš nešto.	Позвони мне, если что-нибудь найдёшь.	5	0	3266907
Naš učitelj je prilično duhovit.	Наш учитель достаточно остроумный.	5	0	4248482
Naš časopis traži nove pretplatnike.	Наш журнал ищет новых подписчиков.	5	0	1228632
Naša učiteljica je prilično duhovita.	Наша учительница достаточно остроумна.	5	0	4248483
Naše cene su se smanjile.	Наши тарифы стали меньше!	5	0	1135339
Naše malo nekome je mnogo.	Что для нас мало, для кого-то много.	5	1	1082344
Ne budi drzak sa mnom!	Не дерзи мне.	5	0	6883600
Ne mešajte Austriju sa Australijom.	Не путайте Австрию с Австралией.	5	0	1200594
Ne mogu da to uradim.	Я не могу этого сделать.	5	1	3425938
Ne mogu da više jedem.	Я не могу больше есть.	5	0	3390086
Ne mogu da zaboravim to.	Я не могу этого забыть.	5	0	4250679
Ne mogu ti reci istinu.	Я не могу тебе сказать правду.	5	1	930875
Ne mogu ti reci istinu.	Я не могу сказать тебе правду.	5	1	930875
Ne moraš da to pojedeš.	Ты не должен это есть.	5	0	3380023
Ne možeš da nas otpustiš.	Ты не можешь нас отпустить.	5	0	7153856
Ne možeš da nas otpustiš.	Ты не можешь нас уволить.	5	0	7153856
Ne možeš da sada ideš.	Ты не можешь сейчас идти.	5	1	3645033
Ne postoji pravilo bez izuzetka.	Нет правила без исключения.	5	0	6196050
Ne razumem šta govori učitelj.	Я не понимаю, что говорит учитель.	5	0	6369095
Ne selim se u Boston.	Я не переезжаю в Бостон.	5	0	4972311
Ne sećam se njegovog imena.	Я не помню его имени.	5	1	4308107
Ne stavljaj laktove na sto.	Не клади локти на стол.	5	0	4240734
Ne stavljaj laktove na sto.	Не ложи локти на стол.	5	0	4240734
Ne treba da radiš nedeljom.	Тебе не нужно работать по воскресеньям.	5	0	3359648
Ne ulazi u moju sobu.	Не заходи в мою комнату.	5	1	1051916
Ne vidim ko je to.	Я не вижу, кто это.	5	1	4251253
Ne volim muškarce poput njega.	Я не люблю таких мужчин, как он.	5	0	1133533
Ne zna da vozi bicikl?	Он не умеет ездить на велосипеде?	5	0	5596468
Ne zna da vozi bicikl?	Она не умеет ездить на велосипеде?	5	0	5596468
Ne znam gde da počnem.	Я не знаю, с чего начать.	5	0	6877196
Ne znam ništa o njemu.	Я ничего о нём не знаю.	5	1	3366777
Ne znam ništa o njoj.	Я ничего о ней не знаю.	5	1	3366779
Ne znam ništa o ubistvu.	Я ничего не знаю об убийстве.	5	0	10689063
Ne znam ništa o ženama.	Я ничего не знаю о женщинах.	5	0	3440632
Ne znam šta se dogodilo.	Я не знаю, что произошло.	5	1	3394627
Ne znam šta se dogodilo.	Я не знаю, что случилось.	5	1	3394627
Ne želim da idem sam.	Я не хочу идти один.	5	1	884468
Ne želim ništa od tebe.	Я ничего от тебя не хочу.	5	1	3394935
Ne živim daleko od škole.	Я живу недалеко от школы.	5	1	3371002
Ne živim u ovom gradu.	Я не живу в этом городе.	5	1	2925848
Ne živim u tom gradu.	Я не живу в том городе.	5	1	2925852
Ne živimo u savršenom svetu.	Мы не живём в идеальном мире.	5	0	13695444
Nebo je bilo prekriveno oblacima.	Небо было покрыто тучами.	5	0	3366703
Nebo je danas pokriveno oblacima.	Небо сегодня покрыто тучами.	5	0	1183312
Nebo je danas pokriveno oblacima.	Небо сегодня покрыто облаками.	5	0	1183312
Nebo je postajalo sve tamnije.	Небо становилось всё темнее.	5	0	3366727
Nedeljom nikada nisam kod kuće.	По воскресеньям меня никогда не бывает дома.	5	0	3357080
Nedeljom nisam uvek kod kuće.	По воскресеньям я не всегда дома.	5	0	1055734
Neka mačka je ispod stola.	Под столом какая-то кошка.	5	0	3430386
Neko je pokucao na vrata.	Кто-то постучал в дверь.	5	0	2044028
Neko je pokucao na vrata.	Кто-то постучал в ворота.	5	0	2044028
Neko je u ovoj sobi.	В этой комнате кто-то есть.	5	1	3414566
Neko je ukrao Merin novac.	Кто-то украл у Мэри её деньги.	5	0	1183350
Neko mi je ukrao torbicu.	Кто-то украл у меня сумочку.	5	0	1457591
Nema nijednog oblaka na nebu.	На небе ни облачка.	5	0	1043510
Nema postoji pravilo bez izuzetka.	Нет правила без исключения.	5	0	6196049
Nema veće vrednosti od drugarstva.	Нет большей ценности, чем дружба.	5	0	1159984
Nemam ništa novca kod mene.	У меня нет с собой нисколько денег.	5	1	3311700
Nemam ništa zajedničkog sa njima.	У меня нет с ними ничего общего.	5	0	3484108
Nemam o čemu da pišem.	Мне не о чем писать.	5	0	4248813
Nemam pojima šta se dešava.	Понятия не имею, что происходит.	5	0	3298908
Nemam reči, koliko sam zahvalan.	У меня нет слов, насколько я благодарен.	5	0	3266836
Nemam vremena da te vidim.	У меня нет времени тебя видеть.	5	1	1117640
Nemam želju da uradim to.	У меня нет желания это делать.	5	0	4250579
Nemačka se graniči sa Holandijom.	Германия граничит с Голландией.	5	0	3439124
Nemoguće je živeti bez vode.	Невозможно жить без воды.	5	0	3265626
Nemoj da jedeš kao svinja.	Не ешь как свинья.	5	0	3535661
Nemoj da ovde igraš bejzbol.	Не играй здесь в бейсбол.	5	0	3265507
Nemoj da zaboraviš moje ime!	Не забывай моё имя!	5	0	3414405
Nemojte da govorite punih ustiju.	Нельзя говорить с набитым ртом.	5	0	1676095
Nesreća nikad ne dolazi sama.	Беда никогда не приходит одна.	5	0	3288896
Nevolja nikad ne dolazi sama.	Беда никогда не приходит одна.	5	0	5630495
Nešto je ležalo na zemlji.	Что-то лежало на земле.	5	0	4250733
Nešto mu utiče na nerve.	Что-то действует ему на нервы.	5	0	3501818
Nije zlato sve što sija.	Не всё то золото, что блестит.	5	0	1484522
Nik mi duguje deset dolara.	Ник должен мне десять долларов.	5	0	3311613
Nikad nisam bio vernik Hrišćanstva.	Я никогда не был верующим христианином.	5	0	664760
Nikad pasti neće crvena zvezda.	Красная звезда никогда не упадет.	5	0	1142580
Nikad pasti neće crvena zvezda.	Красные звезды не падают.	5	0	1142580
Nikad ranije nismo igrali fudbal.	Мы никогда раньше не играли в футбол.	5	0	5035430
Nikad se nećemo vratiti tamo.	Мы никогда туда больше не вернёмся.	5	1	4983352
Nikad ti nisam ništa obećao.	Я тебе никогда ничего не обещал.	5	1	3395248
Nikada ranije nisam opazila to.	Я никогда раньше этого не замечала.	5	0	5035503
Nikada ranije nismo igrale fudbal.	Мы никогда раньше не играли в футбол.	5	0	5035432
Nikada ranije nismo igrali fudbal.	Никогда раньше мы в футбол не играли.	5	0	5035431
Nikada to ne bih učinio.	Я бы никогда этого не сделал.	5	1	5848094
Niko ne vidi moje suze.	Никто не видит моих слёз.	5	0	3391984
Niko nije brz kao vi.	Нет никого быстрее вас.	5	0	4292348
Niko ovde ne jede meso.	Никто здесь не ест мясо.	5	1	4250731
Nikome ni reč o tome!	Никому об этом ни слова!	5	1	6963505
Nisam doručkovao, pa sam gladan.	Я не завтракал, поэтому хочу есть.	5	0	8820615
Nisam ljut ni na koga.	Я ни на кого не злюсь.	5	1	4972234
Nisam nikada čitao tu knjigu.	Я никогда не читал ту книгу.	5	0	3304406
Nisam razumeo šta je rekao.	Я не понял, что он сказал.	5	1	5594072
Nisam te ranije viđala ovde.	Я тебя раньше здесь не видела.	5	0	4264055
Nisam toliko visok kao ti.	Я не такой высокий, как ты.	5	0	665274
Nisi bio juče u školi.	Тебя вчера не было в школе.	5	1	3307057
Nismo sposobni živeti bez vazduha.	Мы не можем жить без воздуха.	5	0	1066186
Nisu svi studenti bili prisutni.	Не все студенты присутствовали.	5	0	3243950
Ništa me ne može zaustaviti.	Ничто не может меня остановить.	5	1	6900300
Njega uopšte ne interesuje umetnost.	Он вообще не интересуется искусством.	5	0	1946228
Njegova supruga govori u snu.	Его супруга разговаривает во сне.	5	0	1511373
Njegova zemlja obećava bogat rod.	Его земля обещает богатый урожай.	5	0	1221258
Njegovo ime nije na listi.	Его имени нет в списке.	5	0	3265560
Njemu je neophodno da radi.	Ему не нужно работать.	5	0	1127252
Njemu se dopada njegov položaj.	Ему нравится его положение.	5	0	1181854
Njen prijatelj voli svog psa.	Её друг любит свою собаку.	5	1	3478030
Njeno ime je bilo nepoznato.	Её имя было неизвестно.	5	0	5919546
Njeno sunce je na zalasku.	Её солнце клонится к закату.	5	0	1057898
Njoj se sviđa ruski pop.	Ей нравится русская попса.	5	0	398994
Norveška je moja nova domovina.	Норвегия - моя новая родина.	5	0	3362168
Novi koronavirus je veoma zarazan.	Новый коронавирус очень заразен.	5	0	8719546
O tome ne treba brinuti.	Об этом не нужно беспокоиться.	5	1	3299756
Obe moje sestre su učitelji.	Обе мои сестры - учителя.	5	0	5035492
Obe moje sestre su učiteljice.	Обе мои сестры - учительницы.	5	0	5035489
Obično nisam u kancelariji ponedeljkom.	Обычно меня не бывает в офисе по понедельникам.	5	0	4250312
Objašnjenje je pogubno za filozofiju.	Разъясниться - убийственно для философии.	5	0	1159978
Obožavam da idem u bioskop.	Я обожаю ходить в кино.	5	0	3304229
Od drveća ne vidi šumu.	Ты не можешь увидеть лес за деревьями.	5	0	1384474
Odlučio je da ostavi pušenje.	Он решил бросить курить.	5	0	1055738
Ofarbao je plafon u plavo.	Он выкрасил потолок в синий цвет.	5	0	3242717
Ofarbao je plafon u plavo.	Он покрасил потолок в голубой цвет.	5	0	3242717
Ogromna moć leži u rečima.	В словах заключена огромная сила.	5	0	5626598
Olovka je na pisaćem stolu.	Карандаш лежит на письменном столе.	5	0	3386944
On bi nas sve pobio!	Он нас всех угробит!	5	0	5651572
On igra tenis svaki dan.	Он играет в теннис каждый день.	5	0	3253154
On igra tenis svaki dan.	Он каждый день играет в теннис.	5	0	3253154
On ima mnoge originalne ideje.	У него много оригинальных идей.	5	0	1200548
On ima nešto protiv mene.	Он что-то против меня имеет.	5	1	3313446
On ima nešto u džepu.	У него что-то в кармане.	5	0	3445882
On ima poslednji model automobila.	У него авто самой последней модели.	5	0	1056866
On ima velike plave oči.	У него большие голубые глаза.	5	0	3535745
On izgleda da je bolestan.	Он выглядит больным.	5	1	1063401
On je bio moj kolega.	Он был моим коллегой.	5	0	3506040
On je došao u sobu.	Он вошёл в комнату.	5	1	900754
On je ispunio svoje obećanje.	Он выполнил своё обещание.	5	0	1312275
On je moj biološki otac.	Он мой биологический отец.	5	0	3424948
On je moj stariji brat.	Он мой старший брат.	5	0	1188961
On je moja prva ljubav.	Он моя первая любовь.	5	1	3370594
On je napisao dve knjige.	Он написал две книги.	5	1	3303491
On je ostavio otvorena vrata.	Он оставил дверь открытой.	5	0	1153364
On je otkrio novu zvezdu.	Он открыл новую звезду.	5	0	3306836
On je oženio moju sestru.	Он женился на моей сестре.	5	0	6900000
On je pao na kolena.	Он упал на колени.	5	0	3474668
On je pokucao na vrata.	Он постучал в дверь.	5	0	1433846
On je sa svojim roditeljima.	Он со своими родителями.	5	0	3424943
On je sagorio svoju mladost.	Он прожег свою молодость.	5	0	1183345
On je slep od rođenja.	Он был слеп с рождения.	5	0	1195473
On je umro prirodnom smrću.	Он умер естественной смертью.	5	0	1173831
On je veoma pohotljiv čovek.	Он очень похотливый человек.	5	0	1153327
On je vlasnik te zemlje.	Он собственник этой земли.	5	0	3435922
On je vodio razvratan život.	Он вёл порочную жизнь.	5	0	1178224
On je zamenio traumiranog igrača.	Он заменил травмированного игрока.	5	0	1081757
On misli da zna sve.	Он думает, что знает всё.	5	1	939021
On ne jede sirovu ribu.	Он не ест сырую рыбу.	5	0	805709
On ne radi više ovde.	Он больше не работает здесь.	5	1	1054926
On nikada ne ide vozom.	Он никогда не ездит на поезде.	5	0	3424958
On nikada ne ide vozom.	Он никогда не ездит поездом.	5	0	3424958
On ponosno nosi zelenu zvezdu.	Он гордо носит зелёную звезду.	5	0	1293874
On protestuje protiv novog plana.	Он протестует против нового плана.	5	0	1520106
On puno govori o njoj.	Он много говорит о ней.	5	1	5397812
On sada radi u Engleskoj.	Он сейчас работает в Англии.	5	0	1116819
On sada živi u stanu.	Он сейчас живёт в квартире.	5	1	3327342
On se vratio iz Amerike.	Он вернулся из Америки.	5	0	3248250
On se vraća iz Amerike.	Он вернулся из Америки.	5	0	1047306
On se šetao kroz šumu.	Он гулял по лесу.	5	0	3440827
On slabo kontaktira sa ljudima.	Он плохо контактирует с людьми.	5	0	1135349
On stalno krivi druge ljude.	Он постоянно обвиняет других людей.	5	0	890871
On stalno postavlja glupa pitanja.	Он постоянно задаёт глупые вопросы.	5	0	3435118
On ti nije učinio štetu.	Он тебе не причинит вреда.	5	0	1200598
On uopšte ne zna francuski.	Он вообще не знает французский.	5	0	1159963
On uvek ima tamne naočare.	Он всегда в тёмных очках.	5	0	1052108
On veoma dobro govori španski.	Он очень хорошо говорит по-испански.	5	0	3484249
On voli kafu bez šećera.	Он любит кофе без сахара.	5	0	1091391
On vozi auto, zar ne?	Он водит машину, не так ли?	5	1	1181849
On za život zarađuje perom.	Он зарабатывает на жизнь пером.	5	0	1280745
On često kasni u školu.	Он часто опаздывает в школу.	5	0	1046454
On želi čašu hladne vode.	Он хочет стакан холодной воды.	5	0	3300834
Ona danas izgleda veoma srećno.	Она сегодня выглядит очень счастливой.	5	1	3393886
Ona ga nikada nije videla.	Она его никогда не видела.	5	1	6897454
Ona ima dve hiljade knjiga.	У неё есть две тысячи книг.	5	0	1097802
Ona ima i dobru memoriju.	У неё и память хорошая.	5	0	3366225
Ona izgleda kao grčka boginja.	Она похожа на греческую богиню.	5	0	6813507
Ona je ljuta na mene.	Она на меня сердится.	5	0	934210
Ona je ljuta na mene.	Она на меня злится.	5	0	934210
Ona je moja prva ljubav.	Она моя первая любовь.	5	1	3370592
Ona je pevala neku pesmu.	Она пела какую-то песню.	5	0	3425420
Ona je poput našeg idola.	Она как наш кумир.	5	0	1046518
Ona je prevela tekst bukvalno.	Она перевела текст буквально.	5	0	6926845
Ona je prijateljica moje sestre.	Она подруга моей сестры.	5	1	6197184
Ona je razgovarala sa susedima.	Она разговорилась с соседями.	5	0	1228543
Ona je takođe kupila rečnik.	Она тоже купила словарь.	5	0	3304427
Ona je već bila trudna.	Она уже была беременна.	5	1	3304830
Ona je zakasnila na sastanak.	Она опоздала на встречу.	5	0	3503778
Ona malo zna arapski jezik.	Она немного знает арабский язык.	5	0	3393555
Ona ne ume voziti bicikl.	Она не умеет ездить на велосипеде.	5	0	1056870
Ona ponekad piše svome sinu.	Она иногда пишет своему сыну.	5	0	3245616
Ona pravi od komarca slona.	Она делает из мухи слона.	5	0	3440928
Ona se dopada ostalim devojkama.	Она нравится другим девочкам.	5	0	1280751
Ona se mnogo plaši zmija.	Она очень боится змей.	5	0	3256196
Ona se osmehnula i oprostila.	Она улыбнулась и попрощалась.	5	0	1116818
Ona se rodila prošle godine.	Она родилась в прошлом году.	5	0	3392085
Ona se uvek pridružuje njemu.	Она всегда к нему придирается.	5	0	1098594
Ona spava sa dva jastuka.	Она спит на двух подушках.	5	0	1048885
Ona u bašti sadi ruže.	Она в саду, садит розы.	5	0	1498240
Ona uvek nosi drečavu odeću.	Она всегда носит вызывающую одежду.	5	0	4243560
Ona voli poeziju i muziku.	Она любит поэзию и музыку.	5	0	3386920
Ona zna da svira pianino.	Она умеет играть на пианино.	5	0	1076689
Ona često menja svoje mišljenje.	Она часто меняет своё мнение.	5	0	10042652
Ona živi daleko od mene.	Она живёт далеко от меня.	5	1	3650956
Ona živi na visokoj nozi.	Она живёт на широкую ногу.	5	0	1090458
Oni jedu nožem i viljuškom.	Они едят ножом и вилкой.	5	0	1157207
Oni kupuju povrće u supermarketu.	Они покупают овощи в супермаркете.	5	0	892939
Oni moraju da piju vodu.	Они должны пить воду.	5	0	3304811
Oni moraju sutra da rade.	Они должны завтра работать.	5	1	3395200
Oni nemaju krov nad glavom.	У них нет крыши над головой.	5	0	935622
Oni nisu slušali svoje roditelje.	Они не слушались родителей.	5	0	1280744
Oni prodaju ribu i meso.	Они продают рыбу и мясо.	5	0	938341
Oni su pokušavali tri puta.	Они пробовали три раза.	5	0	3313480
Oni su zamenili ugalj naftom.	Они заменили уголь нефтью.	5	0	1232294
Oni žele da te upoznaju.	Они хотят с тобой познакомиться.	5	0	3430407
Ono tamo je naša kuća.	Вон там наш дом.	5	1	3440843
Osam minus šest je dva.	Восемь минус шесть — два.	5	0	3370919
Osam plus deset je osamnaest.	Восемь плюс десять — восемнадцать.	5	0	3370904
Oslo je glavni grad Norveške.	Осло - столица Норвегии.	5	0	3439249
Ostavi knjigu na gornju polici.	Положи книгу на верхнюю полку.	5	0	3517999
Ostavi moj auto na miru.	Оставь мою машину в покое.	5	1	3425858
Otac i majka su roditelji.	Отец и мать - это родители.	5	1	1384504
Otac mi je kupio knjigu.	Отец купил мне книгу.	5	1	3243678
Otvorite stanu devet u knjizi.	Откройте книгу на девятой странице.	5	0	3366626
Ova kafa nema dobar ukus.	Этот кофе невкусный.	5	0	8845637
Ova knjiga je o zvezdama.	Это книга о звёздах.	5	0	3438840
Ova knjiga je veoma korisna.	Эта книга очень полезная.	5	0	3266451
Ova kutija je skoro prazna.	Эта коробка почти пустая.	5	0	4790620
Ova kuća ima dva kupatila.	В этом доме две ванных комнаты.	5	0	3347554
Ova mi je košulja premala.	Эта рубашка мне мала.	5	0	3384609
Ova poruka je za njih.	Это сообщение для них.	5	1	13692376
Ova rečenica ima različita značenja.	Это предложение имеет разные значения.	5	0	10040071
Ova riba je još živa.	Эта рыба ещё живая?	5	0	1384475
Ova supa ima ukus ribe.	У этого супа рыбный вкус.	5	0	6582989
Ova voda nije mnogo slana.	Эта вода немного соленая.	5	0	1627577
Ova zemlja daje dobar prinos.	Эта земля даёт хороший урожай.	5	0	3265460
Ovaj argument je čista retorika.	Этот аргумент - чистая риторика.	5	0	3391948
Ovaj bicikl koristi moj brat.	Этим велосипедом пользуется мой брат.	5	0	11060628
Ovaj je najbolji od svih.	Этот — лучший из всех.	5	1	8860859
Ovaj pejzaž je veoma lep.	Этот пейзаж очень красивый.	5	0	1142578
Ovaj posao nije bio lak.	Эта работа не была лёгкой.	5	0	5306457
Ovaj voz ide za Njujork.	Этот поезд идёт до Нью-Йорка.	5	0	3244016
Ovaj šešir je iz Australije.	Эта шляпа из Австралии.	5	0	3282893
Ovako je trebalo da bude.	Вот как это должно было быть.	5	1	4238252
Ovde moraš da govoriš engleski.	Здесь ты должен говорить по-английски.	5	0	3359667
Ovde moraš da govoriš engleski.	Здесь ты должна говорить по-английски.	5	0	3359667
Ovde smo živeli od jula.	Здесь мы жили с июля.	5	0	3253011
Ovde ćeš neminovno postati sujeveran.	Тут поневоле станешь суеверным.	5	0	5651582
Ovo je bila glupa greška.	Это была глупая ошибка.	5	1	3281967
Ovo je bilo razumno pravilo.	Это было разумное правило.	5	0	3477610
Ovo je bio veliki uspeh.	Это был большой успех.	5	0	3472817
Ovo je bio veliki uspeh.	Это было большим успехом.	5	0	3472817
Ovo je ispalo sa kamiona.	Это выпало из грузовика.	5	0	4253931
Ovo je kuća gospodina Jamade.	Это дом господина Ямады.	5	0	3260911
Ovo je moj brat, Tom.	Это мой брат Том.	5	1	4784535
Ovo je moj brat, Tom.	Это мой брат - Том.	5	1	4784535
Ovo je moj pisaći sto.	Это мой письменный стол.	5	0	2502342
Ovo je moj treći brak.	Это мой третий брак.	5	0	5002924
Ovo je moja sestra, Meri.	Это моя сестра Мэри.	5	1	4784534
Ovo je moja žena Edita.	Это моя жена Эдита.	5	0	478208
Ovo je naš najbolji radnik.	Это наш лучший сотрудник.	5	0	13695150
Ovo je slično delovanju virusa.	Это похоже на действие вируса.	5	0	1097813
Ovo je vrlo dobra rečenica.	Это очень хорошее предложение.	5	0	3494479
Ovo meso ima loš miris.	У этого мяса неприятный запах.	5	0	3311696
Ovo mora da je važno.	Это должно быть важно.	5	1	4261819
Ovo nije voda za piće.	Это не питьевая вода.	5	1	4243557
Ovo sam kupio te sedmice.	Я купил это на той неделе.	5	0	1384478
Ovo su moji najbolji prijatelji.	Это мои лучшие друзья.	5	1	5002915
Ovo će biti vrlo interesantno.	Это будет очень интересно.	5	0	3534964
Ovog trenutka ja učim francuski.	Я сейчас учу французский.	5	0	3501832
Ovog trenutka ja čitam knjigu.	Сейчас я читаю книгу.	5	0	1112036
Ovu pesmu je lako naučiti.	Эту песню легко выучить.	5	0	3288948
Pa gde je Tom otišao?	Ну и куда Том пошёл?	5	1	4251054
Pa šta je Tom rekao?	Ну и что Том сказал?	5	1	4251056
Pa šta je Tom video?	Ну и что Том увидел?	5	1	4251055
Pa šta je Tom video?	И что Том видел?	5	1	4251055
Pa, takve stvari se dešavaju.	Что ж, бывает.	5	0	4784493
Pa, to je onda jasno.	Ну тогда понятно.	5	1	3484710
Pa, trebalo bi da krenem.	Ладно, я должен идти.	5	0	11055678
Pa, trebalo bi da pođem.	Ладно, я должен идти.	5	0	11055679
Pa, šta je tvoja tajna?	Так что у тебя за тайна?	5	1	4261744
Pada kiša već tri dana.	Дождь идёт уже три дня.	5	0	8820245
Pada kiša već tri dana.	Уже три дня идёт дождь.	5	0	8820245
Padao je sneg celog dana.	Весь день шёл снег.	5	0	3278171
Padao je sneg celog dana.	Целый день шёл снег.	5	0	3278171
Papagaj često podražava ljudski govor.	Попугаи часто подражают человеческой речи.	5	0	1080440
Park je bio skoro prazan.	Парк был почти пустой.	5	0	6967146
Pas brže trči od čoveka.	Собака бегает быстрее, чем человек.	5	0	3366094
Pas je najbolji čovekov prijatelj.	Собака - лучший друг человека.	5	0	2352607
Pas je veran svom gospodaru.	Собака предана своему хозяину.	5	0	6818436
Pas koji laje, ne ujeda.	Лающие собаки не кусают.	5	0	1088295
Persijska mačka spava ispod stola.	Персидская кошка спит под столом.	5	0	3313498
Pevala je bolje nego obično.	Она пела больше, чем обычно.	5	0	3393645
Pevala je dok se šetala.	Она пела, пока гуляла.	5	0	3393656
Pisaći sto je prekriven prašinom.	Письменный стол покрыт пылью.	5	0	3317253
Pivske flaše su od stakla.	Пивные бутылки делают из стекла.	5	0	1072145
Plan je odbačen kao nepraktičan.	План отброшен как непрактичный.	5	0	1676084
Planete se okreću oko zvezde.	Планеты вращаются вокруг звезды.	5	0	1193122
Plašim se, Tom je mrtav.	Боюсь, Том мёртв.	5	1	3501834
Pogrešno si napisao moje ime.	Ты неправильно написал моё имя.	5	1	3544592
Pokazao mi je svoj album.	Он показал мне свой альбом.	5	0	1111653
